"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"X1",1,2278,0.0066532719438843,0.0498584350552879,-0.00269312934526455,-0.0014626860027599,0.00506082283458035,-0.142246066036567,0.930436372020573,1.07268243805714,7.61039068943115,95.1007196880349,0.00104462829003343
